formation info	Avez vous suivi une formation en informatique durant votre formation initial	Avez vous suivie une formation en dehors de votre formation initial	type formation info	Avez vous suivi un MOOC ?	Avez vos suivi une formation en presentiel ?	Avez vous suivi une formation hybride ?	Avez vous suivi une formation avec des amis ?	Avez vous suivi une formation en ligne hors mooc ?	formation magist ere	Y a t il une formation en informatique dans votre département ?	Avez vou suivi une formation en informatique durant votre magistère ?	Class Code	temps rencontre	capacit e r esolution pb	insertion pro	citoyen num erique	Cet enseignement fait partie des mission	Cet enseignement est utile aux apprentis	facilit e mise en oeuvre	objectifs faciles	a l aise avec les connaissances	enseignement code	d ecision enseignement	Avez vous décidé d'enseigner le code a la suite d'une réflexion collective ?	Avez vous décidé d'enseigné a la suite d'une sollicitation institutionnelle ?	Avez vous décide de faire cet enseignement par vous même ?	coll egues enseignent code	mat eriel pour enseigner	utilisation REL	forum	suivi formation en ligne	suivi MOOC	domaines MOOC	Vous avez suivi un mooc dans le domaine du droit, économie, sciences politiques ?	Vous avez suivi un mooc dans d'autres le domaine ?	Vous avez suivi un mooc dans le domaine de l'enseignement ?	Vous avez suivi un mooc dans le domaine de la Sciences et technologies ?	Vous avez suivi un mooc dans le domaine de lettres langues sciences humaines et sociales?	Vous avez suivi un mooc dans le domaine de la santé ?	Vous avez suivi un mooc dans le domaine de l'informatique ?	raison non inscription MOOC	ecriture prog	definition pens ee info	prog affichage	prog tri	d eplacement robot	usages num erique	Avez vous regarder des videos ?	Avez vous ecouter/t el echarger de la musique ?	Avez vous participez a des réseaux sociaux ?	Vous avez déjà acheté en ligne ?	mettre en ligne	Avez vous mit en ligne des contenus professionnels ?	Avez vous mit en ligne des contenus personnels ?	niveau classe	Avez vous une classe CP ?	Avez vous une classe grande section ?	Avez vous une classe CE1 ?	Avez vous une classe CE2 ?	Avez vous une classe CM2 ?	Avez vous une classe de CM1 ?	Avez vous une classe en moyenne section ?	Avez vous une classe en petite section ?	ann ees exp	d epartement	genre	option info	bac	DATE_SAISIE	NUMERO
Non	false	false												2	4	3	3	3	4	1	4	3					Non	2	3	5	Non											4	Non	Non	Non	Non	Regarder des vid eos	true	false	false	false				Petite section	false	false	false	false	false	false	false	true	35	17	une femme	Non	4	20/06/2017 12:24	209
Non	false	false												3	4	1	4	4	4	4	2	3	de vous-m eme	false	false	true	Non	3	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	10	16	une femme	Non	3	20/06/2017 12:31	210
Non	false	false												3	2	1	1	1	4	4	4	2	de vous-m eme	false	false	true	Oui	2	2	2	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1	false	false	false	false	false	true	false	false	6	44	une femme	Oui	1	20/06/2017 12:36	211
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	1	3	3	3	1	4	4					Non	2	1	1	Oui	2									3	1	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	Petite section;Moyenne section	false	false	false	false	false	false	true	true	36	44	une femme	Oui	1	20/06/2017 13:02	212
Non	false	false												3	2	1	4	4	4	4	4	2	de vous-m eme	false	false	true	Non	2	2	5	Oui	3										4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	14	17	une femme	Non	1	20/06/2017 13:07	213
Non	false	false												3	2	1	4	4	1	2	2	4					Non	2	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	13	79	une femme	Non	4	20/06/2017 13:26	214
Non	false	false												4	4	2	2	2	2	2	2	4					Non	3	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section	false	false	false	false	false	false	false	true	30	79	une femme	Non	1	20/06/2017 13:55	215
Non	false	false												1	4	3	4	1	4	4	4	4					Non	3	4	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;Moyenne section	false	false	false	false	false	false	true	true	15	17	une femme	Non	3	20/06/2017 14:14	216
Non	false	false												2	2	1	1	1	2	4	4	4					Non	4	2	3	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Grande section;Moyenne section;CP	true	true	false	false	false	false	true	true	8	79	une femme	Non	4	20/06/2017 14:14	217
Non	false	false												2	2	1	1	1	1	1	2	4					Non	3	2	3	Oui	3										5	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	13	79	une femme	Non	3	20/06/2017 14:16	218
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	4	3	3	3	4	1	4	4					Non	2	2	4	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM2	false	false	false	false	true	false	false	false	10	17	une femme	Non	3	20/06/2017 14:19	219
Non	false	false												2	2	1	4	2	2	4	2	3					Non	4	1	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;Moyenne section	false	true	false	false	false	false	true	false	15	17	une femme	Non	1	20/06/2017 14:48	220
Non	false	false												2	2	3	1	1	4	4	4	3	de vous-m eme	false	false	true	Non	2	4	5	Oui	3										1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM2	false	false	false	false	true	false	false	false	30	16	un homme	Non	1	20/06/2017 15:05	221
Non	false	false												3	2	1	4	4	4	4	2	4					Non	4	2	5	Non											1	Non	Non	Non	Non	Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	false	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	13	79	une femme	Non	1	20/06/2017 15:42	222
Non	false	false												1	4	3	1	1	2	2	2	4					Non	3	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CE2	false	false	true	true	false	false	false	false	20	17	une femme	Non	3	20/06/2017 16:45	223
Non	false	false												3	4	4	4	2	2	2	4	3	 a la suite d une sollicitation institutionnelle	false	false	false	Non	2	1	3	Non											3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2;CM2	false	false	false	true	true	true	false	false	2	86	un homme	Oui	3	20/06/2017 16:58	224
Non	false	false												3	4	4	2	2	2		2	3	de vous-m eme	false	false	true	Non	2	2	5	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	10		une femme	Non	4	20/06/2017 17:12	225
Non	false	false												2	2	1	4	4	4	4	4	4					Non	3	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CP;CE2;CM2	true	false	false	true	true	true	false	false	7	16	une femme	Non	1	20/06/2017 17:34	226
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	3	1	3	1	1	3	1	de vous-m eme	false	false	true	Non	2	2	1	Oui	1	Informatique	false	false	false	false	false	false	true		3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	10	79	un homme	Oui	1	20/06/2017 17:45	227
Non	false	false												3	2	1	2	2	4	4	2	4					Non	3	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Grande section;CE1;Moyenne section;CP	true	true	true	false	false	false	true	true	3	16	une femme	Non	3	20/06/2017 17:55	228
Non	false	false												2	2	1	4	4	2	2	2	3	 a la suite d une sollicitation institutionnelle	false	false	false	Non	3	3	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	15	17	une femme	Non	4	20/06/2017 18:16	229
Non	false	false												2	2	1	1	1	4	4	4	2	de vous-m eme	false	false	true	Non	3	2	4	Oui	2									3	4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP	true	false	true	false	false	false	false	false	20	16	une femme	Non	4	20/06/2017 18:23	230
Non	false	false												3	2	1	1	1	4	4	1	1	de vous-m eme; a la suite d une sollicitation institutionnelle	false	false	true	Oui	2	2	5	Oui	1	Enseignement	false	false	true	false	false	false	false		1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	28	16	une femme	Non	1	20/06/2017 18:14	231
Non	false	false												3	2		1	1	2	4	4	1	de vous-m eme	false	false	true	Oui	2	2	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE2	false	false	false	true	false	false	false	false	17	17	une femme	Non	1	20/06/2017 18:20	232
Non	false	false												2	2	1	4	1	4	4	4	3	de vous-m eme	false	false	true	Non	3	1	3	Oui	1	Enseignement;Informatique;Autre	false	true	true	false	false	false	true		5	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	7	79	une femme	Oui	1	20/06/2017 18:33	233
Non	false	false												2	2	1	1	1	4	4	2	2	de vous-m eme	false	false	true	Non	2	2	2	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CE2	false	false	false	true	false	true	false	false	17	79	une femme	Non	4	20/06/2017 18:42	234
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Oui	false	true			2	4	3	3	3	1	3		1	de vous-m eme	false	false	true	Oui	1	2	3	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CP	true	false	false	false	false	false	false	false	14	79	un homme	Non	4	20/06/2017 18:42	235
Non	false	false												1	2	1	1	1	4	4	4	1	 a la suite d une r eflexion collective	true	true	false	Oui	1	2	4	Oui	3										1	Oui				Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CP	true	true	false	false	false	false	false	false	17	86	une femme	Oui	1	20/06/2017 18:52	236
Non	false	false												3	2	4	2	2	2	2	2	4					Non	3	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	10	79	une femme	Non	4	20/06/2017 19:11	237
Non	false	false												3	2	4	4	4	2	2	2	4					Non	3	2	5	Oui	2									1	4	Non	Non	Non	Non	Participation  a des r eseaux sociaux	false	false	true	false	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1	false	false	true	false	false	false	false	false	28	17	une femme	Non	1	20/06/2017 19:47	238
Non	false	false												1	2	3	1		4	4	2	4					Non	3	2	4	Oui	1	Lettres langues sciences humaines et sociales	false	false	false	false	true	false	false		4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;Moyenne section;CP;CE2;CM2	true	false	false	true	true	true	true	false	10	17	un homme	Non	1	20/06/2017 20:51	239
Non	false	false												2	2	1	4	1	4	4	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	2	2	3	Oui	3										1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CE2	false	false	false	true	false	true	false	false	23	17	un homme	Non	1	20/06/2017 21:21	240
Non	false	false												3	2	4	4	4	2	4	2	4					Non	3	3	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1	false	false	false	false	false	true	false	false	40	17	un homme	Non	3	20/06/2017 21:17	241
Non	false	false												2	4	3	1	1	4	1	2	3	de vous-m eme	false	false	true	Oui	1	2	2	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM2	false	false	false	false	true	false	false	false	8	79	une femme	Non	4	20/06/2017 21:34	242
Non	false	false												2	2	4	1	4	2	4	2	4					Non	4	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CE2	false	false	false	true	false	true	false	false	10	17	un homme	Non	Un titre  etranger au baccalaur eat ou un  equivalent fran�ais (DAEU capacit e en droit validation d acquis)	20/06/2017 21:26	243
Non	false	false												3	2	1	3	4	2	2	2	4					Non	4	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Rien de tout cela	false	true	CP	true	false	false	false	false	false	false	false	17	86	une femme	Non	1	20/06/2017 21:59	244
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	4	3	3	3	3	3	3	2	de vous-m eme	false	false	true	Non	3	2	2	Non											2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM2	false	false	false	false	true	false	false	false	1	86	une femme	Non	3	20/06/2017 22:08	245
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	4	4		4	4	4	3	de vous-m eme	false	false	true	Non	3	2	5	Oui	1	Sciences et technologies	false	false	false	true	false	false	false		2		Oui	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CM2	false	false	false	false	true	true	false	false	11	17	une femme	Oui	1	20/06/2017 22:41	246
Non	false	false												2	2	1	1	4	4	4	1	4					Oui	2	1	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	15	86	une femme	Non	3	20/06/2017 22:44	247
Non	false	false												2	2	1	1	4	4	4	4	4					Non	4	2	2	Oui	3										2	Oui				Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM2	false	false	false	false	true	false	false	false	15	16	une femme	Oui	1	20/06/2017 23:01	248
Non	false	false												2	2	1	1	1	4	4	2	3					Non	3	4	4	Oui	2									1	4		Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM2	false	false	false	false	true	false	false	false	21	86	une femme	Non	4	20/06/2017 23:24	249
Non	false	false												2	2	1	1	1	4	4	2	4					Non	3	2	4	Oui	2									3	3	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1	false	false	true	false	false	false	false	false	27	79	une femme	Non	1	21/06/2017 00:20	250
Non	false	false												2	2	1	1	1	2	4	2	3	de vous-m eme	false	false	true	Oui	2	4	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	10	86	un homme	Oui	1	21/06/2017 08:40	251
Non	false	false												2	2	1	1	1	2	4	2	4					Non	1	2	4	Oui	1	Enseignement	false	false	true	false	false	false	false		3	Non	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;Moyenne section	false	false	false	false	false	false	true	true	20	86	une femme	Oui	1	21/06/2017 09:06	252
Non	false	false												3	2	1	2	2	2	4	3	3	de vous-m eme	false	false	true	Non	3	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CM1;CM2	false	false	false	false	true	true	false	false	7	17	une femme	Non	1	21/06/2017 09:15	253
Non	false	false												3	2	4	4	4	4	4	2	4					Non	4	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CP;CE2	true	false	true	true	false	false	false	false	11	86	un homme	Non	4	21/06/2017 09:18	254
Non	false	false												2	2	1	1	4	4	4	4	3	de vous-m eme	false	false	true	Non	2	2	4	Non											3	Oui	Oui	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM2	false	false	false	false	true	false	false	false	10	16	une femme	Oui	1	21/06/2017 09:24	255
