formation info	Avez vous suivi une formation en informatique durant votre formation initial	Avez vous suivie une formation en dehors de votre formation initial	type formation info	Avez vous suivi un MOOC ?	Avez vos suivi une formation en presentiel ?	Avez vous suivi une formation hybride ?	Avez vous suivi une formation avec des amis ?	Avez vous suivi une formation en ligne hors mooc ?	formation magist ere	Y a t il une formation en informatique dans votre département ?	Avez vou suivi une formation en informatique durant votre magistère ?	Class Code	temps rencontre	capacit e r esolution pb	insertion pro	citoyen num erique	Cet enseignement fait partie des mission	Cet enseignement est utile aux apprentis	facilit e mise en oeuvre	objectifs faciles	a l aise avec les connaissances	enseignement code	d ecision enseignement	Avez vous décidé d'enseigner le code a la suite d'une réflexion collective ?	Avez vous décidé d'enseigné a la suite d'une sollicitation institutionnelle ?	Avez vous décide de faire cet enseignement par vous même ?	coll egues enseignent code	mat eriel pour enseigner	utilisation REL	forum	suivi formation en ligne	suivi MOOC	domaines MOOC	Vous avez suivi un mooc dans le domaine du droit, économie, sciences politiques ?	Vous avez suivi un mooc dans d'autres le domaine ?	Vous avez suivi un mooc dans le domaine de l'enseignement ?	Vous avez suivi un mooc dans le domaine de la Sciences et technologies ?	Vous avez suivi un mooc dans le domaine de lettres langues sciences humaines et sociales?	Vous avez suivi un mooc dans le domaine de la santé ?	Vous avez suivi un mooc dans le domaine de l'informatique ?	raison non inscription MOOC	ecriture prog	definition pens ee info	prog affichage	prog tri	d eplacement robot	usages num erique	Avez vous regarder des videos ?	Avez vous ecouter/t el echarger de la musique ?	Avez vous participez a des réseaux sociaux ?	Vous avez déjà acheté en ligne ?	mettre en ligne	Avez vous mit en ligne des contenus professionnels ?	Avez vous mit en ligne des contenus personnels ?	niveau classe	Avez vous une classe CP ?	Avez vous une classe grande section ?	Avez vous une classe CE1 ?	Avez vous une classe CE2 ?	Avez vous une classe CM2 ?	Avez vous une classe de CM1 ?	Avez vous une classe en moyenne section ?	Avez vous une classe en petite section ?	ann ees exp	d epartement	genre	option info	bac	DATE_SAISIE	NUMERO
Oui durant ma formation initiale;Oui en dehors de ma formation initiale	true	true							Non il n en n existe pas dans mon d epartement	false	false			2	4	1	1	1	1	1	1	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	1	2	3	Oui	2									1	3	Oui	Oui	Oui	Oui	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1;CE2	false	false	false	true	false	true	false	false	3	33	un homme	Non	1	26/06/2017 17:39	350
Non	false	false												2	2	1	1	1	4	4	4	3	 a la suite d une r eflexion collective	true	true	false	Oui	2	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CP	true	false	false	false	false	false	false	false	14	33	une femme	Non	1	26/06/2017 17:45	351
Non	false	false												3	4	4	2	2	4	2	4	4					Oui	4	2	3	Oui	2									3	4	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE2	false	false	false	true	false	false	false	false	9	33	une femme	Non	4	26/06/2017 17:42	352
Non	false	false												1	2	1	1	3	1	4	4	1	de vous-m eme	false	false	true	Non	2	1	2	Oui	2									3	5	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	Petite section;Grande section;Moyenne section	false	true	false	false	false	false	true	true	32	33	une femme	Non	3	26/06/2017 17:51	353
Non	false	false												2	2	4	1	4	4	4	2	3	de vous-m eme	false	false	true	Non	2	1	3	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	33	33	un homme	Non	1	26/06/2017 18:01	354
Non	false	false												2	2	4	4	4	2	2	2	4					Non	4	2	2	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CP	true	false	false	false	false	false	false	false	17	33	une femme	Non	4	26/06/2017 18:08	355
Non	false	false												3	2	4	4	4	2	4	2	4					Non	3	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CE2	false	false	true	true	false	false	false	false	14	47	une femme	Non	1	26/06/2017 18:16	357
Non	false	false												1	2	1	1	1	3	3	3	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	1			Oui	1	Sciences et technologies	false	false	false	true	false	false	false		1	Non	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM2	false	false	false	false	true	false	false	false	1	33	un homme	Non	3	26/06/2017 18:19	358
Non	false	false												1	2	1	1	3	1	1	1	2	de vous-m eme	false	false	true	Non	1	2	3	Oui	2									4	3	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	28	33	une femme	Oui	3	26/06/2017 18:31	359
Non	false	false												4	4	2	2	2	2	2	2	4					Non	3	1	3	Oui	2									3	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CE2	false	false	true	true	false	false	false	false	19	33	une femme	Oui	4	26/06/2017 18:34	360
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	4	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	2	3	5	Oui	2									3	4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CE2	false	false	false	true	false	true	false	false	17	33	une femme	Non	1	26/06/2017 18:35	361
Non	false	false												2	2	1	1	4	1	4	4	2	de vous-m eme	false	false	true	Non	2	2	5	Non											5	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	25	53	une femme	Non	4	26/06/2017 18:44	362
Non	false	false												2	2	1	1	4	2	2	2	3	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	3	1	2	Oui	3										4	Non	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP;CE2	true	false	true	true	false	false	false	false	3	33	une femme	Non	3	26/06/2017 18:52	363
Non	false	false												3	2	2	2	1	2	2	2	4					Non	2	3	4	Non											4	Non				Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1	false	false	true	false	false	false	false	false	18	33	une femme	Non	1	26/06/2017 18:48	364
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non mais il en existe dans mon d epartement	true	false			1	4	3	3	3	4	3	3	2	de vous-m eme	false	false	true	Non	2	2	4	Non											2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;Grande section;Moyenne section;CP	true	true	false	false	false	false	true	true	1	53	une femme	Non	1	26/06/2017 19:26	365
Oui en dehors de ma formation initiale	false	true							Non il n en n existe pas dans mon d epartement	false	false			3	2	1	1	1	4	4	4	2	de vous-m eme	false	false	true	Oui	1	2	4	Oui	1	Enseignement	false	false	true	false	false	false	false		5	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	6	33	une femme	Non	3	26/06/2017 19:30	366
Non	false	false												4	2	1	1	1	4	4	2	4					Non	3	5	5	Oui	3										4	Non	Oui	Non	Non	Regarder des vid eos	true	false	false	false				Petite section	false	false	false	false	false	false	false	true	32	33	une femme	Non	4	26/06/2017 19:46	367
Non	false	false												2	4	3	1	1	4	2	2	4					Non	4	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CP	true	false	true	false	false	false	false	false	3	33	une femme	Non	4	26/06/2017 19:52	368
Non	false	false												2	2	1			2	2	2	4					Non	3	2	5	Oui	1	Autre	false	true	false	false	false	false	false		4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CP;CM2	true	false	false	false	true	false	false	false	13	33	un homme	Non	1	26/06/2017 20:08	369
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	4	4	3	de vous-m eme	false	false	true	Non	3	2	3	Oui	2									3	2	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1	false	false	true	false	false	false	false	false	18	33	une femme	Oui	1	26/06/2017 20:17	370
Non	false	false												2	4	1	3	1	2	2	2	4					Oui	3	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CM2	false	false	false	false	true	true	false	false	20	33	une femme	Non	4	26/06/2017 20:23	371
Non	false	false												2	2	1	4	4	2	4	2	4					Non	2	3	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CP	true	false	true	false	false	false	false	false	23	79	une femme	Non	4	26/06/2017 20:51	372
Non	false	false												4	4	2	2	2	2	2	2	4					Non	2	2		Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CP;CE2	true	false	false	true	false	false	false	false	15	33	une femme	Non	1	26/06/2017 20:56	373
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non mais il en existe dans mon d epartement	true	false			2	2	4	1	1	1	4	1	2	de vous-m eme	false	false	true	Non	2	3	5	Oui	1	Autre	false	true	false	false	false	false	false		5	Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CP	true	false	true	false	false	false	false	false	15	33	une femme	Oui		26/06/2017 20:56	374
Oui durant ma formation initiale	true	false	formation avec des amis coll egues	false	false	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	1		4	1	1	3	1	de vous-m eme	false	false	true	Non	3	1	3	Oui	1	Sciences et technologies	false	false	false	true	false	false	false		3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CP;CM2	true	false	false	false	true	false	false	false	8	33	un homme	Oui	1	26/06/2017 20:53	375
Non	false	false												2	4	3	4	1	1	4	2	2	de vous-m eme	false	false	true	Oui	3	2	5	Oui	3										1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE2	false	false	false	true	false	false	false	false	20	33	une femme	Non	1	26/06/2017 20:58	376
Non	false	false												2	2	1	2	1	2	2	2	4					Non	2	3	3	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CP	true	false	true	false	false	false	false	false	10	33	une femme	Non	4	26/06/2017 21:09	377
Non	false	false												3	2	1	4	1		4	4	4					Non	2	2	4	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	30	33	un homme	Non	2	26/06/2017 21:28	379
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non mais il en existe dans mon d epartement	true	false			1	2	3			1		4	1	de vous-m eme	false	false	true					Non											2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CE1;CM1;Moyenne section;CP	true	true	true	false	false	true	true	false	20	47	un homme	Oui	1	26/06/2017 21:34	380
Oui durant ma formation initiale	true	false	MOOC;formation en pr esentiel	true	true	false	false	false	Non mais il en existe dans mon d epartement	true	false	Non mais vous en avez entendu parler		2	2	2	4	4	4	4	3	4					Non	4	3	3	Oui	1	Enseignement;Sciences et technologies	false	false	true	true	false	false	false		2	Non	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;CE1;CP	true	false	true	false	false	false	false	true	2	47	une femme	Oui	1	26/06/2017 21:39	381
Non	false	false												2	2	1	1	1	4	4	2	4					Non	4	1	5	Oui											1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CP	true	false	false	false	false	false	false	false	15	33	une femme	Non	1	26/06/2017 21:49	382
Non	false	false												3	2	4	2	2	2	2	2	4					Non	4	3	5	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique	false	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	30	47	un homme	Non	1	26/06/2017 22:00	383
Non	false	false												2	2	4	2	1	4	4	2	4					Non	3	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique	false	true	false	true				CE1;CP	true	false	true	false	false	false	false	false	19	47	une femme	Non	1	26/06/2017 22:09	384
Non	false	false												2	2	1	1	1	2	2	2	4					Non	4	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Participation  a des r eseaux sociaux	false	false	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CE1;CP	true	false	true	false	false	false	false	false	41	24	une femme	Non	3	26/06/2017 22:28	385
Non	false	false												1	4	3	3	3	1	1	3	1	de vous-m eme	false	false	true	Non	2	3	5	Oui	1	Lettres langues sciences humaines et sociales;Enseignement;Informatique	false	false	true	false	true	false	true		2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CE2;CM2	false	false	false	true	true	true	false	false	15	47	un homme	Oui	1	26/06/2017 22:14	386
Non	false	false												3	2	4	2	2	2	2	2	4					Non	4	4	4	Oui	1	Lettres langues sciences humaines et sociales;Sciences et technologies	false	false	false	true	true	false	false		3	Oui	Non	Non	Non	Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;Moyenne section;CP;CE2;CM2	true	false	true	true	true	false	true	false	20	47	une femme	Oui	1	26/06/2017 22:32	388
Non	false	false												2	2	1	1	4	4	1	2	4					Non	3	1	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section	false	false	false	false	false	false	false	true	15	47	une femme	Non	1	27/06/2017 05:34	391
Non	false	false												1	4	1	1	1	1	1	3	2	de vous-m eme	false	false	true	Non	2	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1	false	false	false	false	false	true	false	false	14	47	une femme	Non	1	27/06/2017 07:11	392
Non	false	false												1	2	1	1	1	1	1	1	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	1	2	3	Oui	3										1	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CM1;CM2	false	false	false	false	true	true	false	false	30	33	un homme	Oui	1	27/06/2017 08:08	393
Non	false	false												2	2	1	1	4	1	4	4	2	 a la suite d une r eflexion collective	true	true	false	Oui	2	2	4	Oui	2									1	2	Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP	true	false	true	false	false	false	false	false	18	33	une femme	Oui	1	27/06/2017 08:20	394
Non	false	false												2	2	1	1	4	3	1	1	2	de vous-m eme	false	false	true	Oui	3	2	4	Oui	1	Enseignement	false	false	true	false	false	false	false		5	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1	false	false	false	false	false	true	false	false	17	47	un homme	Non	1	27/06/2017 11:25	395
Non	false	false												2	2	1			4	4		4					Non	4	4	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux	false	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true										15	33	une femme	Non	1	27/06/2017 11:37	396
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	1	1	4	2	2	4	3	de vous-m eme	false	false	true	Non	4	1	3	Oui	2										1	Non	Oui	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true										10	33	un homme	Non	1	27/06/2017 13:12	397
Oui en dehors de ma formation initiale	false	true	formation en ligne (hors MOOC);MOOC	true	false	false	false	true	Non il n en n existe pas dans mon d epartement	false	false	Non vous n en n avez pas entendu parler		1	2	3	3	3	3	1	3	1	de vous-m eme	false	false	true	Non	1	3	4	Oui	1	Informatique	false	false	false	false	false	false	true		3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Grande section;Moyenne section	false	true	false	false	false	false	true	true	15	33	un homme	Non	4	27/06/2017 14:23	398
Non	false	false												3	2	4	4	2	2	4	4	4					Non	3	2	2	Oui	3										4	Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	Grande section;Moyenne section	false	true	false	false	false	false	true	false	13	40	une femme	Oui	1	27/06/2017 14:30	399
Non	false	false												2	2	3	1	1	2	2	2	4					Non	4	2	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique	false	true	false	true				Grande section;CP	true	true	false	false	false	false	false	false	23	40		Non	2	27/06/2017 14:51	400
Non	false	false												2	2	4	3	2	4	4	2	4					Non	4	3	3	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM2	false	false	false	false	true	false	false	false	27	40	un homme	Non	4	27/06/2017 14:51	401
Non	false	false												2	2	1			2	4		2	de vous-m eme	false	false	true	Oui	2	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux	false	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	10	40	une femme	Non	3	27/06/2017 14:59	402
Oui durant ma formation initiale	true	false												2	2	4	1	1	2	4	4	4					Oui	4	3	5	Non											2	Oui	Oui	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CE2	false	false	true	true	false	false	false	false	12	33	un homme	Oui	1	27/06/2017 15:15	403
Oui en dehors de ma formation initiale	false	true							Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	1	1	1	3	de vous-m eme	false	false	true	Non	2	3	3	Oui	3										2	Non	Oui	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	15	40	une femme	Oui	1	27/06/2017 15:21	404
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	1	1	4	4	4	3	2	 a la suite d une sollicitation institutionnelle	false	false	false					Oui	2									1	3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true				CM2	false	false	false	false	true	false	false	false	16	40	un homme	Oui	1	27/06/2017 15:29	405
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	4	1	4	4	2	3	 a la suite d une r eflexion collective; a la suite d une sollicitation institutionnelle	true	true	false	Non	4	2	3	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1;CM2	false	false	false	false	true	true	false	false	10	53	une femme	Non	1	27/06/2017 15:39	407
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Oui	false	true			1	4	3	3	3	3	3	1	2	de vous-m eme; a la suite d une sollicitation institutionnelle	false	false	true	Non	2	1	5	Non											1	Non	Non	Non		Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	27	40	une femme	Non	1	27/06/2017 16:05	408
Non	false	false												2	4	3	3	4	2	2	2	3	 a la suite d une r eflexion collective	true	true	false	Non	3	5	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP	true	false	true	false	false	false	false	false	5	33	une femme	Non	1	27/06/2017 15:59	409
Non	false	false												2	2	1			4	4		4					Non	2	2	5	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1	false	false	false	false	false	true	false	false	8	33	une femme	Non	1	27/06/2017 16:09	410
Non	false	false												1	2	1	3	3	1	1	4	3	de vous-m eme	false	false	true	Non	3	2	4	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CM1;CP;CE2;CM2	true	false	true	true	true	true	false	false	12	47	une femme	Non		27/06/2017 16:18	411
Non	false	false												3	2	1	1	1	1	4	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	1	2	5	Oui	2									3	4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Grande section;CP	true	true	false	false	false	false	false	false	13	40	une femme	Non	3	27/06/2017 16:24	413
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	4	4	3					Non	3	3	3	Non											4	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CP	true	false	true	false	false	false	false	false	31	33	une femme	Non	1	27/06/2017 16:28	414
Non	false	false												2	2	1	1	1	4	4	4	4					Non	3	3	4	Oui	2									1	4		Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CP	true	false	false	false	false	false	false	false	10	40	une femme	Non	3	27/06/2017 16:36	415
Oui durant ma formation initiale	true	false	formation avec des amis coll egues;formation en pr esentiel	false	true	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	1	3	3	1	2	1	1	de vous-m eme	false	false	true	Non	2	3	3	Non											1	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	36	64	un homme	Non	1	27/06/2017 16:38	416
Non	false	false												2	2	1	2	4	2	2	2	4					Oui	3	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	10	64		Non	3	27/06/2017 17:15	417
Non	false	false												2	2	1	1	1	2	4	4	2	de vous-m eme	false	false	true		3	1	5	Oui	3										2	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CP;CE2	true	false	true	true	false	false	false	false	23	64	une femme	Oui	4	27/06/2017 17:05	418
Non	false	false												2	2	1	1	1	4	4	2	4					Non	4	4	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne	false	false	false	true				CE1;CP	true	false	true	false	false	false	false	false	18	64	une femme	Non	1	27/06/2017 17:18	419
